Date	Type	Title	Info	Currency	Amount	Fees & Taxes	Net
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1600781837	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1600781837	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
02 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3148552570	GBP	--	£0.06	£0.06
02 January, 2024	VAT	VAT: Offsite Ads fee credit	order: 3148552570	GBP	--	£0.42	£0.42
02 January, 2024	Marketing	Credit for Offsite Ads fee	Order #3148552570	GBP	--	£2.09	£2.09
02 January, 2024	VAT	VAT: transaction credit	transaction credit: 3891595071	GBP	--	£0.16	£0.16
02 January, 2024	Fee	Credit for transaction fee on Personalised Name Night Light for Baby,A...	Order #3148552570	GBP	--	£0.78	£0.78
02 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
02 January, 2024	Fee	Credit for transaction fee on shipping	Order #3148552570	GBP	--	£0.35	£0.35
02 January, 2024	Fee	Credit for listing fee ($0.20 USD)	Listing #1540723683	GBP	--	£0.16	£0.16
02 January, 2024	VAT	VAT: renew sold auto credit	renew sold auto credit: 1540723683	GBP	--	£0.03	£0.03
02 January, 2024	VAT	VAT: Processing Fee	order: 3148552570	GBP	--	£0.18	£0.18
02 January, 2024	Fee	Credit for processing fee	Order #3148552570	GBP	--	£0.90	£0.90
02 January, 2024	Refund	Refund to buyer for Order #3148552570		GBP	-£17.45	--	-£17.45
02 January, 2024	VAT	VAT: Processing Fee	Order #3160271059	GBP	--	-£0.20	-£0.20
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3160271059	GBP	--	-£0.49	-£0.49
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916524889	GBP	--	-£0.19	-£0.19
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3160271059	GBP	--	-£2.44	-£2.44
02 January, 2024	Fee	Regulatory Operating fee	Order #3160271059	GBP	--	-£0.07	-£0.07
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160271059	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Photo Collage LED Light,Personali...	Order #3160271059	GBP	--	-£0.97	-£0.97
02 January, 2024	Fee	Processing fee	Order #3160271059	GBP	--	-£1.01	-£1.01
02 January, 2024	Sale	Payment for Order #3160271059		GBP	£20.34	--	£20.34
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1570758500	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1570758500	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
02 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3121331987	GBP	--	£0.05	£0.05
02 January, 2024	VAT	VAT: transaction credit	transaction credit: 3867464092	GBP	--	£0.13	£0.13
02 January, 2024	Fee	Credit for transaction fee on Personalised Night Light for Kids,Custom...	Order #3121331987	GBP	--	£0.64	£0.64
02 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
02 January, 2024	Fee	Credit for transaction fee on shipping	Order #3121331987	GBP	--	£0.35	£0.35
02 January, 2024	VAT	VAT: renew sold auto credit	renew sold auto credit: 1566262417	GBP	--	£0.03	£0.03
02 January, 2024	Fee	Credit for listing fee ($0.20 USD)	Listing #1566262417	GBP	--	£0.16	£0.16
02 January, 2024	VAT	VAT: Processing Fee	order: 3121331987	GBP	--	£0.16	£0.16
02 January, 2024	Fee	Credit for processing fee	Order #3121331987	GBP	--	£0.81	£0.81
02 January, 2024	Refund	Refund to buyer for Order #3121331987		GBP	-£15.19	--	-£15.19
01 January, 2024	VAT	VAT: Processing Fee	Order #3159932803	GBP	--	-£0.25	-£0.25
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.02	-£0.02
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915352120	GBP	--	-£0.28	-£0.28
01 January, 2024	Fee	Regulatory Operating fee	Order #3159932803	GBP	--	-£0.09	-£0.09
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159932803	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Personalised Table Numbers,Wedding Table...	Order #3159932803	GBP	--	-£1.38	-£1.38
01 January, 2024	Fee	Processing fee	Order #3159932803	GBP	--	-£1.26	-£1.26
01 January, 2024	Sale	Payment for Order #3159932803		GBP	£26.62	--	£26.62
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1523125363	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1523125363	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159891559	GBP	--	-£0.19	-£0.19
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915296008	GBP	--	-£0.18	-£0.18
01 January, 2024	Fee	Regulatory Operating fee	Order #3159891559	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159891559	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Personalised Name Blanket for Baby/Kids/...	Order #3159891559	GBP	--	-£0.90	-£0.90
01 January, 2024	Fee	Processing fee	Order #3159891559	GBP	--	-£0.97	-£0.97
01 January, 2024	Sale	Payment for Order #3159891559		GBP	£19.20	--	£19.20
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1545606749	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1545606749	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159879875	GBP	--	-£0.20	-£0.20
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
01 January, 2024	VAT	VAT: transaction	transaction: 3915280614	GBP	--	-£0.21	-£0.21
01 January, 2024	Fee	Regulatory Operating fee	Order #3159879875	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159879875	GBP	--	-£0.26	-£0.26
01 January, 2024	Fee	Transaction fee: Personalized Name Blanket for Baby/Kids/...	Order #3159879875	GBP	--	-£1.05	-£1.05
01 January, 2024	Fee	Processing fee	Order #3159879875	GBP	--	-£1.01	-£1.01
01 January, 2024	Sale	Payment for Order #3159879875		GBP	£20.19	--	£20.19
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1582270033	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1582270033	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167886506	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915959141	GBP	--	-£0.16	-£0.16
01 January, 2024	Fee	Regulatory Operating fee	Order #3167886506	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167886506	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3167886506	GBP	--	-£0.78	-£0.78
01 January, 2024	Fee	Processing fee	Order #3167886506	GBP	--	-£0.90	-£0.90
01 January, 2024	Sale	Payment for Order #3167886506		GBP	£17.42	--	£17.42
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167857268	GBP	--	-£0.14	-£0.14
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915214960	GBP	--	-£0.09	-£0.09
01 January, 2024	Fee	Regulatory Operating fee	Order #3167857268	GBP	--	-£0.04	-£0.04
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167857268	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Birth Announcement Sign for Hospital,Woo...	Order #3167857268	GBP	--	-£0.45	-£0.45
01 January, 2024	Fee	Processing fee	Order #3167857268	GBP	--	-£0.69	-£0.69
01 January, 2024	Sale	Payment for Order #3167857268		GBP	£12.30	--	£12.30
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1527988744	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1527988744	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159811755	GBP	--	-£0.13	-£0.13
01 January, 2024	VAT	VAT: Offsite Ads fee	order: 3159811755	GBP	--	-£0.27	-£0.27
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
01 January, 2024	VAT	VAT: transaction	transaction: 3915894115	GBP	--	-£0.10	-£0.10
01 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3159811755	GBP	--	-£1.37	-£1.37
01 January, 2024	Fee	Regulatory Operating fee	Order #3159811755	GBP	--	-£0.04	-£0.04
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159811755	GBP	--	-£0.26	-£0.26
01 January, 2024	Fee	Transaction fee: Persoanlised Birth Flower Baby Hair Brus...	Order #3159811755	GBP	--	-£0.48	-£0.48
01 January, 2024	Fee	Processing fee	Order #3159811755	GBP	--	-£0.66	-£0.66
01 January, 2024	Sale	Payment for Order #3159811755		GBP	£11.42	--	£11.42
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1542213021	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1542213021	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167814964	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915864547	GBP	--	-£0.15	-£0.15
01 January, 2024	Fee	Regulatory Operating fee	Order #3167814964	GBP	--	-£0.05	-£0.05
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167814964	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3167814964	GBP	--	-£0.76	-£0.76
01 January, 2024	Fee	Processing fee	Order #3167814964	GBP	--	-£0.88	-£0.88
01 January, 2024	Sale	Payment for Order #3167814964		GBP	£17.06	--	£17.06
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167777974	GBP	--	-£0.17	-£0.17
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915109764	GBP	--	-£0.15	-£0.15
01 January, 2024	Fee	Regulatory Operating fee	Order #3167777974	GBP	--	-£0.05	-£0.05
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167777974	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Night Light, Name Night Light, Ba...	Order #3167777974	GBP	--	-£0.73	-£0.73
01 January, 2024	Sale	Payment for Order #3167777974		GBP	£16.59	--	£16.59
01 January, 2024	Fee	Processing fee	Order #3167777974	GBP	--	-£0.86	-£0.86
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1498456252	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1498456252	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167767010	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915801043	GBP	--	-£0.16	-£0.16
01 January, 2024	Fee	Regulatory Operating fee	Order #3167767010	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167767010	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3167767010	GBP	--	-£0.78	-£0.78
01 January, 2024	Fee	Processing fee	Order #3167767010	GBP	--	-£0.89	-£0.89
01 January, 2024	Sale	Payment for Order #3167767010		GBP	£17.37	--	£17.37
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159687215	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915023548	GBP	--	-£0.16	-£0.16
01 January, 2024	Fee	Regulatory Operating fee	Order #3159687215	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159687215	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3159687215	GBP	--	-£0.78	-£0.78
01 January, 2024	Fee	Processing fee	Order #3159687215	GBP	--	-£0.90	-£0.90
01 January, 2024	Sale	Payment for Order #3159687215		GBP	£17.42	--	£17.42
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167703632	GBP	--	-£0.13	-£0.13
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
01 January, 2024	VAT	VAT: transaction	transaction: 3915716889	GBP	--	-£0.10	-£0.10
01 January, 2024	Fee	Regulatory Operating fee	Order #3167703632	GBP	--	-£0.04	-£0.04
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167703632	GBP	--	-£0.26	-£0.26
01 January, 2024	Fee	Transaction fee: Persoanlised Birth Flower Baby Hair Brus...	Order #3167703632	GBP	--	-£0.48	-£0.48
01 January, 2024	Fee	Processing fee	Order #3167703632	GBP	--	-£0.66	-£0.66
01 January, 2024	Sale	Payment for Order #3167703632		GBP	£11.42	--	£11.42
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1542213021	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1542213021	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159654605	GBP	--	-£0.27	-£0.27
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.12	-£0.12
01 January, 2024	VAT	VAT: transaction	transaction: 3915685943	GBP	--	-£0.19	-£0.19
01 January, 2024	Fee	Regulatory Operating fee	Order #3159654605	GBP	--	-£0.07	-£0.07
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159654605	GBP	--	-£0.58	-£0.58
01 January, 2024	Fee	Transaction fee: Personalised Night Light for Baby,Animal...	Order #3159654605	GBP	--	-£0.94	-£0.94
01 January, 2024	Tax	Sales tax paid by buyer	Order #3159654605	GBP	--	-£5.39	-£5.39
01 January, 2024	Fee	Processing fee	Order #3159654605	GBP	--	-£1.35	-£1.35
01 January, 2024	Sale	Payment for Order #3159654605		GBP	£28.81	--	£28.81
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1526546832	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1526546832	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159599473	GBP	--	-£0.17	-£0.17
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915611693	GBP	--	-£0.15	-£0.15
01 January, 2024	Fee	Regulatory Operating fee	Order #3159599473	GBP	--	-£0.05	-£0.05
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159599473	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Night Light, Name Night Light, Ba...	Order #3159599473	GBP	--	-£0.73	-£0.73
01 January, 2024	Fee	Processing fee	Order #3159599473	GBP	--	-£0.86	-£0.86
01 January, 2024	Sale	Payment for Order #3159599473		GBP	£16.59	--	£16.59
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1498456252	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1498456252	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159572107	GBP	--	-£0.17	-£0.17
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3914867882	GBP	--	-£0.14	-£0.14
01 January, 2024	Fee	Regulatory Operating fee	Order #3159572107	GBP	--	-£0.05	-£0.05
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159572107	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Custom Moon and Star Night Light,Persona...	Order #3159572107	GBP	--	-£0.72	-£0.72
01 January, 2024	Fee	Processing fee	Order #3159572107	GBP	--	-£0.86	-£0.86
01 January, 2024	Sale	Payment for Order #3159572107		GBP	£16.54	--	£16.54
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1589640291	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1589640291	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167586742	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	VAT	VAT: transaction	transaction: 3915561539	GBP	--	-£0.15	-£0.15
01 January, 2024	Fee	Regulatory Operating fee	Order #3167586742	GBP	--	-£0.05	-£0.05
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167586742	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Personalized Name Night Light,Couples LE...	Order #3167586742	GBP	--	-£0.75	-£0.75
01 January, 2024	Fee	Processing fee	Order #3167586742	GBP	--	-£0.88	-£0.88
01 January, 2024	Sale	Payment for Order #3167586742		GBP	£16.90	--	£16.90
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593982619	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593982619	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167569482	GBP	--	-£0.12	-£0.12
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
01 January, 2024	VAT	VAT: transaction	transaction: 3914832838	GBP	--	-£0.08	-£0.08
01 January, 2024	Fee	Regulatory Operating fee	Order #3167569482	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167569482	GBP	--	-£0.26	-£0.26
01 January, 2024	Fee	Transaction fee: Custom Pet Bookmark with Photo,Personali...	Order #3167569482	GBP	--	-£0.39	-£0.39
01 January, 2024	Fee	Processing fee	Order #3167569482	GBP	--	-£0.60	-£0.60
01 January, 2024	Sale	Payment for Order #3167569482		GBP	£10.06	--	£10.06
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593473898	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593473898	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3167559078	GBP	--	-£0.21	-£0.21
01 January, 2024	VAT	VAT: Offsite Ads fee	order: 3167559078	GBP	--	-£0.50	-£0.50
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.10	-£0.10
01 January, 2024	VAT	VAT: transaction	transaction: 3914819086	GBP	--	-£0.09	-£0.09
01 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3167559078	GBP	--	-£2.48	-£2.48
01 January, 2024	VAT	VAT: transaction	transaction: 3915525127	GBP	--	-£0.09	-£0.09
01 January, 2024	Fee	Regulatory Operating fee	Order #3167559078	GBP	--	-£0.07	-£0.07
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167559078	GBP	--	-£0.49	-£0.49
01 January, 2024	Fee	Transaction fee: Personalised Wooden Tooth Fairy Coin Box...	Order #3167559078	GBP	--	-£0.43	-£0.43
01 January, 2024	Fee	Transaction fee: Personalised Wooden Tooth Fairy Coin Box...	Order #3167559078	GBP	--	-£0.43	-£0.43
01 January, 2024	Fee	Processing fee	Order #3167559078	GBP	--	-£1.03	-£1.03
01 January, 2024	Sale	Payment for Order #3167559078		GBP	£20.69	--	£20.69
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1644708183	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1644708183	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1644708183	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1644708183	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Processing Fee	Order #3159394281	GBP	--	-£0.18	-£0.18
01 January, 2024	VAT	VAT: Offsite Ads fee	order: 3159394281	GBP	--	-£0.42	-£0.42
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
01 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3159394281	GBP	--	-£2.08	-£2.08
01 January, 2024	VAT	VAT: transaction	transaction: 3914630402	GBP	--	-£0.16	-£0.16
01 January, 2024	Fee	Regulatory Operating fee	Order #3159394281	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159394281	GBP	--	-£0.35	-£0.35
01 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3159394281	GBP	--	-£0.78	-£0.78
01 January, 2024	Fee	Processing fee	Order #3159394281	GBP	--	-£0.89	-£0.89
01 January, 2024	Sale	Payment for Order #3159394281		GBP	£17.37	--	£17.37
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
01 January, 2024	Deposit	£1,208.35 sent to your bank account		GBP	--	--	--
01 January, 2024	VAT	VAT: Processing Fee	Order #3159331115	GBP	--	-£0.21	-£0.21
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.08	-£0.08
01 January, 2024	VAT	VAT: transaction	transaction: 3915250467	GBP	--	-£0.15	-£0.15
01 January, 2024	Fee	Regulatory Operating fee	Order #3159331115	GBP	--	-£0.06	-£0.06
01 January, 2024	Fee	Transaction fee: Shipping	Order #3159331115	GBP	--	-£0.39	-£0.39
01 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3159331115	GBP	--	-£0.74	-£0.74
01 January, 2024	Tax	Sales tax paid by buyer	Order #3159331115	GBP	--	-£3.49	-£3.49
01 January, 2024	Fee	Processing fee	Order #3159331115	GBP	--	-£1.04	-£1.04
01 January, 2024	Sale	Payment for Order #3159331115		GBP	£20.94	--	£20.94
01 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
01 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
01 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
01 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3166095738	GBP	--	£0.07	£0.07
01 January, 2024	VAT	VAT: transaction credit	transaction credit: 3912838932	GBP	--	£0.18	£0.18
01 January, 2024	Fee	Credit for transaction fee on Personalised Photo Collage LED Night Lig...	Order #3166095738	GBP	--	£0.88	£0.88
01 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.11	£0.11
01 January, 2024	Fee	Credit for transaction fee on shipping	Order #3166095738	GBP	--	£0.55	£0.55
01 January, 2024	Fee	Credit for listing fee ($0.20 USD)	Listing #1587013523	GBP	--	£0.16	£0.16
01 January, 2024	VAT	VAT: renew sold auto credit	renew sold auto credit: 1587013523	GBP	--	£0.03	£0.03
01 January, 2024	VAT	VAT: Processing Fee	order: 3166095738	GBP	--	£0.23	£0.23
01 January, 2024	Fee	Credit for processing fee	Order #3166095738	GBP	--	£1.15	£1.15
01 January, 2024	Tax	Refund to buyer for sales tax	Order #3166095738	GBP	--	£1.65	£1.65
01 January, 2024	Refund	Refund to buyer for Order #3166095738		GBP	-£23.63	--	-£23.63
01 January, 2024	VAT	VAT: Processing Fee	Order #3167318492	GBP	--	-£0.13	-£0.13
01 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
01 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
01 January, 2024	VAT	VAT: transaction	transaction: 3914497478	GBP	--	-£0.09	-£0.09
01 January, 2024	Fee	Regulatory Operating fee	Order #3167318492	GBP	--	-£0.04	-£0.04
01 January, 2024	Fee	Transaction fee: Shipping	Order #3167318492	GBP	--	-£0.26	-£0.26
01 January, 2024	Fee	Transaction fee: Custom Photo Bookmark with Tassel,Person...	Order #3167318492	GBP	--	-£0.46	-£0.46
01 January, 2024	Fee	Processing fee	Order #3167318492	GBP	--	-£0.64	-£0.64
